user_id,day_of_week_pst,categorized_created_at_pst,total_posts,followers,followings,likes_count,comments_count,video_view_count,video_duration,day_time_group,EPF,log_EPF
1019396,3,Morning,417.0,922.0,748.0,2.0,0.0,81.0,14.0,3_Morning,2.1691973969631237,1.153478368754051
1019396,3,Afternoon,417.0,922.0,748.0,5.0,0.0,35.0,14.016,3_Afternoon,5.422993492407809,1.8598842851049426
1019396,4,Morning,417.0,922.0,748.0,6.0,0.0,61.5,10.5085,4_Morning,6.507592190889371,2.0159148006386958
1019396,4,Afternoon,417.0,922.0,748.0,4.5,0.0,48.0,12.768,4_Afternoon,4.8806941431670285,1.7716748065020171
1019396,5,Morning,417.0,922.0,748.0,6.5,0.5,59.0,14.0,5_Morning,7.592190889370932,2.150853754625268
1019396,5,Afternoon,417.0,922.0,748.0,5.0,0.0,27.0,14.0,5_Afternoon,5.422993492407809,1.8598842851049426
1019396,5,Evening,417.0,922.0,748.0,3.0,0.0,108.0,7.521,5_Evening,3.2537960954446854,1.4478117831996977
1019396,6,Morning,417.0,922.0,748.0,7.0,0.0,41.0,10.005,6_Morning,7.592190889370932,2.150853754625268
1019398,1,Morning,452.0,211.0,325.0,0.8571428571428571,0.0,15.714285714285714,61.464285714285715,1_Morning,4.062288422477996,1.6218186384685358
1019398,1,Afternoon,452.0,211.0,325.0,1.8,0.0,13.0,63.8664,1_Afternoon,8.530805687203792,2.2545292562965855
1019398,1,Evening,452.0,211.0,325.0,1.6666666666666667,0.3333333333333333,14.333333333333334,67.36533333333334,1_Evening,9.47867298578199,2.3493420473813797
1019398,2,Morning,452.0,211.0,325.0,1.0,0.0,10.0,36.75333333333333,2_Morning,4.739336492890995,1.7473436100770257
1019398,2,Afternoon,452.0,211.0,325.0,0.75,0.0,13.25,38.085,2_Afternoon,3.554502369668246,1.516116275494226
1019398,2,Evening,452.0,211.0,325.0,1.0,0.0,16.5,30.1,2_Evening,4.739336492890995,1.7473436100770257
1019398,4,Morning,452.0,211.0,325.0,1.0,0.0,18.0,62.113,4_Morning,4.739336492890995,1.7473436100770257
1019398,4,Afternoon,452.0,211.0,325.0,0.3333333333333333,0.0,13.666666666666666,61.084,4_Afternoon,1.5797788309636651,0.9477036708262889
